model_name,bs,bs_time,fps
resnet18v2,1,0.011138337850570678,89.78000249370821
resnet18v2,2,0.021219033002853393,94.25500208850485
resnet18v2,4,0.041610854864120486,96.12876286877378
resnet18v2,8,0.08168007731437683,97.94310023984133
resnet50v2,1,0.027682608366012572,36.12376358391696
resnet50v2,2,0.05475024580955505,36.52951635974132
resnet50v2,4,0.11068236827850342,36.1394507744453
resnet50v2,8,0.21962254047393798,36.42613359601556
