model_name,bs,bs_time,fps
resnet18,1,0.08879801034927368,11.261513586471699
resnet18,2,0.1116975724697113,17.905492087057972
resnet18,4,0.1551133930683136,25.78758623530566
resnet18,8,0.3178473234176636,25.169316871948904
resnet50,1,0.17620736360549927,5.675131728540265
resnet50,2,0.24580284357070922,8.136602371830037
resnet50,4,0.3835105895996094,10.429959715521958
resnet50,8,0.7671930491924286,10.427623149637565
