model_name,bs,bs_time,fps
resnet18v2,1,0.013959044218063354,71.63814258185205
resnet18v2,2,0.026470518112182616,75.55575570995467
resnet18v2,4,0.05158742666244507,77.53827354431587
resnet18v2,8,0.10227243304252624,78.2224472617513
resnet50v2,1,0.039618104696273804,25.24098534410842
resnet50v2,2,0.08279554843902588,24.15588806049016
resnet50v2,4,0.1559905529022217,25.642578512477535
resnet50v2,8,0.34394119381904603,23.259790172761193
