model_name,bs,bs_time,fps
resnet_v2_50,1,0.2609325071399132,3.8324086598523945
resnet_v2_50,2,0.3919194226854303,5.103089778750969
resnet_v2_50,4,0.6338347317127699,6.310793334393435
resnet_v2_50,8,1.1988754406403959,6.67292007894222
