model_name,bs,bs_time,fps
resnet18v2,1,0.016952282190322875,58.989107706739624
resnet18v2,2,0.03620994687080383,55.23344199139394
resnet18v2,4,0.07291650176048278,54.85726692072063
resnet18v2,8,0.15056334137916566,53.13378360708331
resnet50v2,1,0.03873891830444336,25.81383383348884
resnet50v2,2,0.09891106486320496,20.22018469587827
resnet50v2,4,0.16563374996185304,24.14966757029432
resnet50v2,8,0.3397038459777832,23.54992472037895
